사업유형,사업번호,사업년도,사업명,홈페이지모집시작일자,홈페이지모집종료일자,홈페이지공고시작일,홈페이지공고종료일,홈페이지담당자명,홈페이지모집인원수,삭제여부
공익활동형,2021-49293,2021,지역사회환경개선(2),2021-08-12 00:00:00,2021-08-20 00:00:00,2021-08-12 00:00:00,2021-08-20 00:00:00,공성준,4,N
사회서비스형,2021-10887,2021,장애인 관련시설 지원,2021-01-07 00:00:00,2021-01-15 00:00:00,2021-01-07 00:00:00,2021-01-15 00:00:00,박정현,3,N
사회서비스형,2021-11020,2021,재가노인복지시설 지원사업,2021-01-07 00:00:00,2021-01-15 00:00:00,2021-01-07 00:00:00,2021-01-15 00:00:00,박정희,8,N
공익활동형,2021-00050,2021,체육지도봉사,2020-11-23 00:00:00,2020-12-18 00:00:00,2020-11-23 00:00:00,2020-12-18 00:00:00,설현주,1320,Y
공익활동형,2021-23358,2021,시니어 소방안전 지킴이,2020-11-30 00:00:00,2020-12-18 00:00:00,2020-11-30 00:00:00,2020-12-18 00:00:00,설현주,1320,N
공익활동형,2021-00153,2021,지역상생 가야작업장,2020-11-23 00:00:00,2020-12-18 00:00:00,2020-11-23 00:00:00,2020-12-18 00:00:00,설현주,1320,Y
공익활동형,2021-00078,2021,스쿨존 교통지원봉사,2020-11-30 00:00:00,2020-12-18 00:00:00,2020-11-30 00:00:00,2020-12-18 00:00:00,설현주,1320,N
공익활동형,2021-00162,2021,지역상생 가야작업장,2020-11-30 00:00:00,2020-12-18 00:00:00,2020-11-30 00:00:00,2020-12-18 00:00:00,설현주,1320,N
공익활동형,2021-00056,2021,공공시설봉사,2020-11-30 00:00:00,2020-12-18 00:00:00,2020-11-30 00:00:00,2020-12-18 00:00:00,설현주,1320,N
공익활동형,2021-05075,2021,체육지도봉사,2020-11-30 00:00:00,2020-12-18 00:00:00,2020-11-30 00:00:00,2020-12-18 00:00:00,설현주,1320,N
사회서비스형,2021-39189,2021,시니어 국민생활시설점검원,2021-04-30 00:00:00,2021-05-07 00:00:00,2021-04-30 00:00:00,2021-05-07 00:00:00,변옥련,4,N
사회서비스형,2021-48723,2021,보육시설지원사업2 (추경),2021-08-02 00:00:00,2021-08-20 00:00:00,2021-08-02 00:00:00,2021-08-20 00:00:00,변옥련,34,N
시장형,2021-05548,2021,먹고가게,2020-12-07 00:00:00,2020-12-18 00:00:00,2020-12-07 00:00:00,2020-12-18 00:00:00,박지영,12,N
시장형,2021-05580,2021,맛있는 반찬,2020-12-07 00:00:00,2020-12-18 00:00:00,2020-12-07 00:00:00,2020-12-18 00:00:00,박지영,22,N
시장형,2021-05527,2021,실버카페(cafe온),2020-12-07 00:00:00,2020-12-18 00:00:00,2020-12-07 00:00:00,2020-12-18 00:00:00,박지영,22,N
시장형,2021-05499,2021,우리농매장운영,2020-12-07 00:00:00,2020-12-18 00:00:00,2020-12-07 00:00:00,2020-12-18 00:00:00,김민정,20,N
사회서비스형,2021-09573,2021,사회복지시설지원,2020-12-28 00:00:00,2021-01-15 00:00:00,2020-12-28 00:00:00,2021-01-15 00:00:00,이경화,30,N
사회서비스형,2021-48916,2021,사회복지시설지원 II,2021-08-16 00:00:00,2021-08-20 00:00:00,2021-08-16 00:00:00,2021-08-20 00:00:00,이경화,10,N
사회서비스형,2021-48743,2021,노인관련시설지원사업단2,2021-08-02 00:00:00,2021-08-20 00:00:00,2021-08-02 00:00:00,2021-08-20 00:00:00,신은진,8,N
사회서비스형,2021-10786,2021,노인관련시설지원(한우리노인통합지원센터),2020-12-28 00:00:00,2021-01-15 00:00:00,2020-12-28 00:00:00,2021-01-15 00:00:00,신은진,50,N
사회서비스형,2021-48200,2021,사회서비스형(보육시설지원)-추경사업,2021-08-02 00:00:00,2021-08-10 00:00:00,2021-08-02 00:00:00,2021-08-10 00:00:00,반혜진,4,N
사회서비스형,2021-10112,2021,사회서비스형(보육시설지원),2020-12-28 00:00:00,2021-01-15 00:00:00,2020-12-28 00:00:00,2021-01-15 00:00:00,반혜진,30,N
시장형,2021-01609,2021,향기애담다 중곡점,2020-12-07 00:00:00,2020-12-18 00:00:00,2020-12-07 00:00:00,2020-12-18 00:00:00,신순옥,14,N
시장형,2021-01530,2021,공영주차장요금징수사업,2020-12-07 00:00:00,2020-12-18 00:00:00,2020-12-07 00:00:00,2020-12-18 00:00:00,신순옥,34,N
시장형,2021-01416,2021,향기애담다,2020-12-07 00:00:00,2020-12-18 00:00:00,2020-12-07 00:00:00,2020-12-18 00:00:00,신순옥,14,N
시장형,2021-01480,2021,마음애담다,2020-12-07 00:00:00,2020-12-18 00:00:00,2020-12-07 00:00:00,2020-12-18 00:00:00,신순옥,8,N
사회서비스형,2021-49001,2021,거제시니어클럽 노인일자리 서포터즈,2021-08-10 00:00:00,2021-08-20 00:00:00,2021-08-10 00:00:00,2021-08-20 00:00:00,김정인,15,N
시장형,2021-03049,2021,꽃다비카페,2020-12-07 00:00:00,2020-12-18 00:00:00,2020-12-07 00:00:00,2020-12-18 00:00:00,김인숙,6,N
공익활동형,2021-00466,2021,지역사회방역활동,2020-12-07 00:00:00,2020-12-18 00:00:00,2020-12-07 00:00:00,2020-12-18 00:00:00,정혜언,50,N
공익활동형,2021-01051,2021,급식도우미사업,2020-12-07 00:00:00,2020-12-18 00:00:00,2020-12-07 00:00:00,2020-12-18 00:00:00,정혜언,30,N
공익활동형,2021-01142,2021,노노케어(행복노인통합지원센터),2020-12-07 00:00:00,2020-12-18 00:00:00,2020-12-07 00:00:00,2020-12-18 00:00:00,정혜언,40,N
공익활동형,2021-02487,2021,공공시설봉사,2020-12-07 00:00:00,2020-12-18 00:00:00,2020-12-07 00:00:00,2020-12-18 00:00:00,정혜언,150,N
공익활동형,2021-01197,2021,노노케어지원사업,2020-12-07 00:00:00,2020-12-18 00:00:00,2020-12-07 00:00:00,2020-12-18 00:00:00,정혜언,120,N
공익활동형,2021-00144,2021,공공시설환경개선사업,2020-12-07 00:00:00,2020-12-18 00:00:00,2020-12-07 00:00:00,2020-12-18 00:00:00,정혜언,310,N
공익활동형,2021-00546,2021,전통시장활성화사업,2020-12-07 00:00:00,2020-12-18 00:00:00,2020-12-07 00:00:00,2020-12-18 00:00:00,정혜언,15,N
공익활동형,2021-03271,2021,나눔농장봉사(거제시여성인력개발센터),2020-12-07 00:00:00,2020-12-18 00:00:00,2020-12-07 00:00:00,2020-12-18 00:00:00,정혜언,9,N
공익활동형,2021-03318,2021,근린생활시설관리지원(거제시여성인력개발센터),2020-12-07 00:00:00,2020-12-18 00:00:00,2020-12-07 00:00:00,2020-12-18 00:00:00,정혜언,108,N
공익활동형,2021-03272,2021,자연생활환경지킴이(거제시여성인력개발센터),2020-12-07 00:00:00,2020-12-18 00:00:00,2020-12-07 00:00:00,2020-12-18 00:00:00,정혜언,22,N
공익활동형,2021-00447,2021,스쿨존 교통지원사업,2020-12-07 00:00:00,2020-12-18 00:00:00,2020-12-07 00:00:00,2020-12-18 00:00:00,정혜언,150,N
공익활동형,2021-01041,2021,공원정비사업,2020-12-07 00:00:00,2020-12-18 00:00:00,2020-12-07 00:00:00,2020-12-18 00:00:00,정혜언,30,N
공익활동형,2021-01304,2021,문화관광지원사업,2020-12-07 00:00:00,2020-12-18 00:00:00,2020-12-07 00:00:00,2020-12-18 00:00:00,정혜언,180,N
공익활동형,2021-01245,2021,다문화가정지원사업,2020-12-07 00:00:00,2020-12-18 00:00:00,2020-11-17 00:00:00,2020-12-31 00:00:00,정혜언,30,N
공익활동형,2021-00484,2021,호롱불사업단,2020-12-07 00:00:00,2020-12-18 00:00:00,2020-12-07 00:00:00,2020-12-18 00:00:00,정혜언,45,N
공익활동형,2021-01300,2021,배움터지원사업,2020-12-07 00:00:00,2020-12-18 00:00:00,2020-12-07 00:00:00,2020-12-18 00:00:00,정혜언,250,N
공익활동형,2021-01182,2021,공공시설지원사업(행복노인통합지원센터),2020-12-07 00:00:00,2020-12-18 00:00:00,2020-12-07 00:00:00,2020-12-18 00:00:00,정혜언,200,N
공익활동형,2021-02429,2021,공공시설 안전지킴이,2020-12-07 00:00:00,2020-12-18 00:00:00,2020-12-07 00:00:00,2020-12-18 00:00:00,정혜언,40,N
공익활동형,2021-00605,2021,문화재관리지원사업,2020-12-07 00:00:00,2020-12-18 00:00:00,2020-12-07 00:00:00,2020-12-18 00:00:00,정혜언,25,N
공익활동형,2021-01267,2021,새싹누리지원사업,2020-12-07 00:00:00,2020-12-18 00:00:00,2020-12-07 00:00:00,2020-12-18 00:00:00,정혜언,60,N
공익활동형,2021-03027,2021,어울림실버케어,2020-12-07 00:00:00,2020-12-18 00:00:00,2020-12-07 00:00:00,2020-12-18 00:00:00,정혜언,250,N
공익활동형,2021-02353,2021,친환경 EM 사업,2020-12-07 00:00:00,2020-12-18 00:00:00,2020-12-07 00:00:00,2020-12-18 00:00:00,정혜언,70,N
공익활동형,2021-01259,2021,공공복지시설지원사업,2020-12-07 00:00:00,2020-12-18 00:00:00,2020-12-07 00:00:00,2020-12-18 00:00:00,정혜언,40,N
공익활동형,2021-00333,2021,복지시설관리지원사업,2020-12-07 00:00:00,2020-12-18 00:00:00,2020-12-07 00:00:00,2020-12-18 00:00:00,정혜언,20,N
공익활동형,2021-03120,2021,보육시설봉사(거제시여성인력개발센터),2020-12-07 00:00:00,2020-12-18 00:00:00,2020-12-07 00:00:00,2020-12-18 00:00:00,정혜언,110,N
공익활동형,2021-02957,2021,급식도우미사업,2020-12-07 00:00:00,2020-12-18 00:00:00,2020-12-07 00:00:00,2020-12-18 00:00:00,정혜언,30,Y
공익활동형,2021-03195,2021,아동차량안심지킴이(거제시여성인력개발센터),2020-12-07 00:00:00,2020-12-18 00:00:00,2020-12-07 00:00:00,2020-12-18 00:00:00,정혜언,10,N
공익활동형,2021-03226,2021,지역아동센터봉사(거제시여성인력개발센터),2020-12-07 00:00:00,2020-12-18 00:00:00,2020-12-07 00:00:00,2020-12-18 00:00:00,정혜언,51,N
공익활동형,2021-00354,2021,EM환경지킴이사업,2020-12-07 00:00:00,2020-12-18 00:00:00,2020-12-07 00:00:00,2020-12-18 00:00:00,정혜언,20,N
공익활동형,2021-01538,2021,청소년보안관지원사업,2020-12-07 00:00:00,2020-12-18 00:00:00,2020-12-07 00:00:00,2020-12-18 00:00:00,정혜언,160,N
공익활동형,2021-00524,2021,노인과 바다,2020-12-07 00:00:00,2020-12-18 00:00:00,2020-12-07 00:00:00,2020-12-18 00:00:00,정혜언,235,N
공익활동형,2021-01048,2021,복지시설관리사업,2020-12-07 00:00:00,2020-12-18 00:00:00,2020-12-07 00:00:00,2020-12-18 00:00:00,정혜언,40,N
공익활동형,2021-00456,2021,실버동행선생님,2020-12-07 00:00:00,2020-12-18 00:00:00,2020-12-07 00:00:00,2020-12-18 00:00:00,정혜언,50,N
시장형,2021-05631,2021,누룽지제조사업단,2020-12-14 00:00:00,2020-12-18 00:00:00,2020-12-14 00:00:00,2020-12-18 00:00:00,임주선,26,N
사회서비스형,2021-10513,2021,노인맞춤돌봄서비스사업,2020-12-28 00:00:00,2021-01-15 00:00:00,2020-12-28 00:00:00,2021-01-15 00:00:00,김수민,3,N
사회서비스형,2021-10518,2021,시니어 소방안전지킴이,2020-12-28 00:00:00,2021-01-15 00:00:00,2020-12-28 00:00:00,2021-01-15 00:00:00,이수정,8,N
사회서비스형,2021-48761,2021,보육시설지원사업2,2021-08-02 00:00:00,2021-08-10 00:00:00,2021-08-02 00:00:00,2021-08-10 00:00:00,김수민,30,N
시장형,2021-08925,2021,말랭이제조사업단,2021-10-04 00:00:00,2021-10-08 00:00:00,2021-10-04 00:00:00,2021-10-08 00:00:00,임주선,24,N
사회서비스형,2021-10510,2021,보육시설지원사업,2020-12-28 00:00:00,2021-01-15 00:00:00,2020-12-28 00:00:00,2021-01-15 00:00:00,김수민,108,N
공익활동형,2021-48698,2021,불법투기물단속반2,2021-08-17 00:00:00,2021-08-20 00:00:00,2021-08-17 00:00:00,2021-08-20 00:00:00,방청원,26,N
사회서비스형,2021-10516,2021,온종일 돌봄시설 지원사업,2020-12-28 00:00:00,2021-01-15 00:00:00,2020-12-28 00:00:00,2021-01-15 00:00:00,이수정,27,N
공익활동형,2021-09170,2021,치매예방케어매니져,2020-12-14 00:00:00,2020-12-18 00:00:00,2020-12-07 00:00:00,2020-12-18 00:00:00,김재은,140,N
공익활동형,2021-05611,2021,불법부착물정비반,2020-12-14 00:00:00,2020-12-18 00:00:00,2020-12-14 00:00:00,2020-12-18 00:00:00,황윤정,52,N
공익활동형,2021-05424,2021,녹색마을봉사단1,2020-12-14 00:00:00,2020-12-18 00:00:00,2020-12-14 00:00:00,2020-12-18 00:00:00,황윤정,180,N
공익활동형,2021-05504,2021,녹색마을봉사단2,2020-12-14 00:00:00,2020-12-18 00:00:00,2020-12-14 00:00:00,2020-12-18 00:00:00,황윤정,160,N
공익활동형,2021-06181,2021,공동육아나눔터지원,2020-12-14 00:00:00,2020-12-18 00:00:00,2020-12-14 00:00:00,2020-12-18 00:00:00,황윤정,8,N
공익활동형,2021-05704,2021,학교시설관리반,2020-12-14 00:00:00,2020-12-18 00:00:00,2020-12-14 00:00:00,2020-12-18 00:00:00,황윤정,84,N
공익활동형,2021-06166,2021,거동불편노인돌봄지원,2020-12-14 00:00:00,2020-12-18 00:00:00,2020-12-14 00:00:00,2020-12-18 00:00:00,황윤정,68,N
공익활동형,2021-05634,2021,불법투기물단속반,2020-12-14 00:00:00,2020-12-18 00:00:00,2020-12-14 00:00:00,2020-12-18 00:00:00,황윤정,60,N
공익활동형,2021-05254,2021,통영손질멸치사업,2020-12-14 00:00:00,2020-12-18 00:00:00,2020-12-14 00:00:00,2020-12-18 00:00:00,황윤정,60,N
공익활동형,2021-05826,2021,노인여가시설(경로당)지원사업,2020-12-14 00:00:00,2020-12-18 00:00:00,2020-12-14 00:00:00,2020-12-18 00:00:00,황윤정,250,N
공익활동형,2021-05876,2021,찾아가는 경로당 극장,2020-12-14 00:00:00,2020-12-18 00:00:00,2020-12-14 00:00:00,2020-12-18 00:00:00,황윤정,10,N
공익활동형,2021-05874,2021,노인복지회관 시설도우미,2020-12-14 00:00:00,2020-12-18 00:00:00,2020-12-14 00:00:00,2020-12-18 00:00:00,황윤정,30,N
공익활동형,2021-05880,2021,노인복지회관 급식도우미,2020-12-14 00:00:00,2020-12-18 00:00:00,2020-12-14 00:00:00,2020-12-18 00:00:00,황윤정,10,N
공익활동형,2021-07669,2021,노노케어,2020-12-14 00:00:00,2020-12-18 00:00:00,2020-12-07 00:00:00,2020-12-18 00:00:00,황윤정,44,N
공익활동형,2021-07673,2021,희망섬만들기,2020-12-14 00:00:00,2020-12-18 00:00:00,2020-12-07 00:00:00,2020-12-18 00:00:00,황윤정,250,N
공익활동형,2021-07658,2021,공원관리사업,2020-12-14 00:00:00,2020-12-18 00:00:00,2020-12-07 00:00:00,2020-12-18 00:00:00,황윤정,12,N
공익활동형,2021-08357,2021,치매예방케어매니저,2020-12-14 00:00:00,2020-12-18 00:00:00,2020-12-07 00:00:00,2020-12-18 00:00:00,황윤정,140,Y
공익활동형,2021-06153,2021,취약계층활동지원,2020-12-14 00:00:00,2020-12-18 00:00:00,2020-12-14 00:00:00,2020-12-18 00:00:00,황윤정,8,N
공익활동형,2021-48687,2021,노인여가시설(경로당)지원사업2,2021-08-16 00:00:00,2021-08-20 00:00:00,2021-08-16 00:00:00,2021-08-20 00:00:00,박현주,20,N
공익활동형,2021-09327,2021,우리마을지킴이,2020-12-14 00:00:00,2020-12-18 00:00:00,2020-12-14 00:00:00,2020-12-18 00:00:00,황윤정,60,N
공익활동형,2021-06183,2021,경로당활성화사업,2020-12-14 00:00:00,2020-12-18 00:00:00,2020-12-14 00:00:00,2020-12-18 00:00:00,황윤정,16,N
공익활동형,2021-06174,2021,공공시설도우미,2020-12-14 00:00:00,2020-12-18 00:00:00,2020-12-14 00:00:00,2020-12-18 00:00:00,황윤정,62,N
공익활동형,2021-07204,2021,공공시설도우미,2020-12-07 00:00:00,2020-12-18 00:00:00,2020-12-07 00:00:00,2020-12-18 00:00:00,오수연,1220,N
공익활동형,2021-08124,2021,공공의료시설도우미,2020-12-07 00:00:00,2020-12-18 00:00:00,2020-12-07 00:00:00,2020-12-18 00:00:00,오수연,1220,N
공익활동형,2021-07177,2021,우리마을지킴이,2020-12-07 00:00:00,2020-12-18 00:00:00,2020-12-07 00:00:00,2020-12-18 00:00:00,오수연,1220,N
공익활동형,2021-07195,2021,학교도우미,2020-12-07 00:00:00,2020-12-18 00:00:00,2020-12-07 00:00:00,2020-12-18 00:00:00,오수연,1220,N
공익활동형,2021-28057,2021,스쿨존교통지원,2021-02-22 00:00:00,2021-02-26 00:00:00,2021-02-22 00:00:00,2021-02-26 00:00:00,오수연,1220,N
공익활동형,2021-08400,2021,경로당청소사업,2020-12-07 00:00:00,2020-12-18 00:00:00,2020-12-07 00:00:00,2020-12-18 00:00:00,오수연,1220,N
공익활동형,2021-08089,2021,노노케어,2020-12-07 00:00:00,2020-12-18 00:00:00,2020-12-07 00:00:00,2020-12-18 00:00:00,오수연,1220,N
공익활동형,2021-07194,2021,문화재관리도우미,2020-12-07 00:00:00,2020-12-18 00:00:00,2020-12-07 00:00:00,2020-12-18 00:00:00,오수연,1220,N
공익활동형,2021-07198,2021,할매손맛밑반찬,2020-12-07 00:00:00,2020-12-18 00:00:00,2020-12-07 00:00:00,2020-12-18 00:00:00,오수연,1220,N
공익활동형,2021-07182,2021,공공의료시설도우미,2020-12-07 00:00:00,2020-12-18 00:00:00,2020-12-07 00:00:00,2020-12-18 00:00:00,오수연,1220,Y
공익활동형,2021-07888,2021,경로당 청소사업,2020-12-07 00:00:00,2020-12-18 00:00:00,2020-12-07 00:00:00,2020-12-18 00:00:00,오수연,1220,Y
공익활동형,2021-07099,2021,경로당 청소 사업,2020-12-02 00:00:00,2020-12-18 00:00:00,2020-11-30 00:00:00,2020-12-18 00:00:00,박선희,323,Y
공익활동형,2021-07098,2021,경로당청소사업,2020-12-02 00:00:00,2020-12-18 00:00:00,2020-11-30 00:00:00,2020-12-18 00:00:00,박선희,323,Y
공익활동형,2021-07790,2021,경로당청소사업,2020-12-07 00:00:00,2020-12-18 00:00:00,2020-11-30 00:00:00,2020-12-18 00:00:00,박선희,323,Y
사회서비스형,2021-09263,2021,지역아동센터지원사업,2020-12-28 00:00:00,2021-01-15 00:00:00,2020-12-28 00:00:00,2021-01-15 00:00:00,장영록,10,N
사회서비스형,2021-09243,2021,아동지킴이사업,2020-12-28 00:00:00,2021-01-15 00:00:00,2020-12-28 00:00:00,2021-01-15 00:00:00,장영록,55,N
시장형,2021-08470,2021,정담카페,2020-12-07 00:00:00,2020-12-18 00:00:00,2020-12-07 00:00:00,2020-12-18 00:00:00,장영록,8,N
사회서비스형,2021-48999,2021,시니어 금융업무지원 사업(추경),2021-08-11 00:00:00,2021-08-18 00:00:00,2021-08-11 00:00:00,2021-08-18 00:00:00,장영록,14,N
시장형,2021-08493,2021,정담카페2,2020-12-07 00:00:00,2020-12-18 00:00:00,2020-12-07 00:00:00,2020-12-18 00:00:00,장영록,8,N
사회서비스형,2021-09265,2021,공공시설지킴이사업,2020-12-28 00:00:00,2021-01-15 00:00:00,2020-12-28 00:00:00,2021-01-15 00:00:00,장영록,26,N
시장형,2021-08485,2021,자란만을담다,2020-12-07 00:00:00,2020-12-18 00:00:00,2020-12-07 00:00:00,2020-12-18 00:00:00,장영록,20,N
시장형,2021-08495,2021,정담식당,2020-12-07 00:00:00,2020-12-18 00:00:00,2020-12-07 00:00:00,2020-12-18 00:00:00,장영록,16,N
시장형,2021-08477,2021,사랑방매점2호점,2020-12-07 00:00:00,2020-12-18 00:00:00,2020-12-07 00:00:00,2020-12-18 00:00:00,장영록,8,N
시장형,2021-08482,2021,공룡나라누룽지사업,2020-12-07 00:00:00,2020-12-18 00:00:00,2020-12-07 00:00:00,2020-12-18 00:00:00,장영록,14,N
시장형,2021-08475,2021,사랑방매점,2020-12-07 00:00:00,2020-12-18 00:00:00,2020-12-07 00:00:00,2020-12-18 00:00:00,장영록,8,N
사회서비스형,2021-49810,2021,우체국행정업무지원사업(추경),2021-08-11 00:00:00,2021-08-18 00:00:00,2021-08-11 00:00:00,2021-08-18 00:00:00,장영록,4,N
사회서비스형,2021-49014,2021,지역아동센터지원사업2(추경),2021-08-11 00:00:00,2021-08-18 00:00:00,2021-08-11 00:00:00,2021-08-18 00:00:00,장영록,2,N
사회서비스형,2021-09264,2021,노인지원서비스사업,2020-12-28 00:00:00,2021-01-15 00:00:00,2020-12-28 00:00:00,2021-01-15 00:00:00,장영록,35,N
사회서비스형,2021-11706,2021,시니어 소방안전지킴이,2020-12-28 00:00:00,2021-01-15 00:00:00,2020-12-28 00:00:00,2021-01-15 00:00:00,장영록,12,N
공익활동형,2021-48954,2021,찾아가는 작은숲(추경),2021-08-11 00:00:00,2021-08-18 00:00:00,2021-08-11 00:00:00,2021-08-18 00:00:00,추우송,20,N
사회서비스형,2021-48493,2021,가정서비스지원사업,2021-08-17 00:00:00,2021-08-27 00:00:00,2021-08-17 00:00:00,2021-08-27 00:00:00,심은옥,3,N
사회서비스형,2021-09182,2021,장금이사업,2020-12-28 00:00:00,2021-01-15 00:00:00,2020-12-28 00:00:00,2021-01-15 00:00:00,김은희,16,N
사회서비스형,2021-09215,2021,아이사랑돌보미,2020-12-28 00:00:00,2021-01-15 00:00:00,2020-12-28 00:00:00,2021-01-15 00:00:00,김혜정,28,N
사회서비스형,2021-09090,2021,노인복지시설지원단 ,2020-12-28 00:00:00,2021-01-15 00:00:00,2020-12-28 00:00:00,2021-01-15 00:00:00,김성진,16,N
시장형,2021-04474,2021,실버카페 다온,2020-12-07 00:00:00,2020-12-18 00:00:00,2020-12-07 00:00:00,2020-12-18 00:00:00,김성진,15,N
공익활동형,2021-48634,2021,공원지킴이2(추경),2021-08-16 00:00:00,2021-08-20 00:00:00,2021-08-16 00:00:00,2021-08-20 00:00:00,김미진,10,N
시장형,2021-05472,2021,청춘담은 공방,2020-12-07 00:00:00,2020-12-18 00:00:00,2020-12-07 00:00:00,2020-12-18 00:00:00,박건주,20,N
시장형,2021-05175,2021,청춘담은 체험관,2020-12-07 00:00:00,2020-12-18 00:00:00,2020-12-07 00:00:00,2020-12-18 00:00:00,김경민,20,N
시장형,2021-05414,2021,청춘담은 푸드,2020-12-07 00:00:00,2020-12-18 00:00:00,2020-12-07 00:00:00,2020-12-18 00:00:00,김태영,10,N
사회서비스형,2021-48816,2021,돌봄시설 지원단,2021-08-02 00:00:00,2021-08-31 00:00:00,2021-08-02 00:00:00,2021-08-31 00:00:00,조영제,25,N
사회서비스형,2021-48823,2021,돌봄시설(희망쉼터) 지원단,2021-08-02 00:00:00,2021-08-10 00:00:00,2021-08-02 00:00:00,2021-08-10 00:00:00,조영제,1,Y
사회서비스형,2021-48825,2021,한부모 시설(Mom`s Re봄) 지원단,2021-08-02 00:00:00,2021-08-31 00:00:00,2021-08-02 00:00:00,2021-08-31 00:00:00,조영제,9,N
시장형,2021-04684,2021,달보드레 진영,2020-11-30 00:00:00,2020-12-18 00:00:00,2020-11-23 00:00:00,2020-12-18 00:00:00,김수형,11,N
시장형,2021-04781,2021,노인공동작업장(손모아작업장),2020-11-30 00:00:00,2020-12-18 00:00:00,2020-11-23 00:00:00,2020-12-18 00:00:00,설경준,22,N
사회서비스형,2021-04774,2021,가야아이돌보미,2021-01-04 00:00:00,2021-01-15 00:00:00,2021-01-04 00:00:00,2021-01-15 00:00:00,신소영,93,N
사회서비스형,2021-04792,2021,시니어 소방안전지킴이,2021-01-04 00:00:00,2021-01-15 00:00:00,2021-01-04 00:00:00,2021-01-15 00:00:00,신소영,14,N
시장형,2021-04760,2021,늘솜참기름,2020-11-30 00:00:00,2020-12-18 00:00:00,2020-11-23 00:00:00,2020-12-18 00:00:00,설경준,7,N
시장형,2021-04732,2021,해피클린,2020-11-30 00:00:00,2020-12-18 00:00:00,2020-11-23 00:00:00,2020-12-18 00:00:00,김수형,16,N
시장형,2021-03152,2021,카페 Re_봄(능력개발원),2020-12-04 00:00:00,2020-12-24 00:00:00,2020-12-04 00:00:00,2020-12-24 00:00:00,김현정,14,N
시장형,2021-03252,2021,카페 Re_봄(지식산업센터),2020-12-04 00:00:00,2020-12-31 00:00:00,2020-12-04 00:00:00,2020-12-31 00:00:00,김현정,14,N
시장형,2021-03491,2021,카페 Re_봄(서부도서관),2020-12-04 00:00:00,2020-12-24 00:00:00,2020-12-04 00:00:00,2020-12-24 00:00:00,김현정,15,N
사회서비스형,2021-49126,2021,보육시설방역도우미,2021-08-16 00:00:00,2021-08-20 00:00:00,2021-08-16 00:00:00,2021-08-20 00:00:00,김지현,25,N
사회서비스형,2021-09514,2021,유치원 도우미,2020-12-28 00:00:00,2021-01-15 00:00:00,2020-12-28 00:00:00,2021-01-15 00:00:00,김지현,37,N
공익활동형,2021-49153,2021,(추경)실내공기질관리,2021-08-16 00:00:00,2021-08-20 00:00:00,2021-08-16 00:00:00,2021-08-20 00:00:00,고현우,10,N
사회서비스형,2021-09488,2021,시니어소방안전지킴이,2020-12-28 00:00:00,2021-01-15 00:00:00,2020-12-28 00:00:00,2021-01-15 00:00:00,김지현,13,N
사회서비스형,2021-09513,2021,어린이집 도우미,2020-12-28 00:00:00,2021-01-15 00:00:00,2020-12-28 00:00:00,2021-01-15 00:00:00,김지현,60,N
시장형,2021-03626,2021,운동화세탁사업(하얀기쁨),2020-12-04 00:00:00,2020-12-24 00:00:00,2020-12-04 00:00:00,2020-12-24 00:00:00,최희성,14,N
시장형,2021-03983,2021,실버카페(카페디노진주),2020-12-04 00:00:00,2020-12-24 00:00:00,2020-12-04 00:00:00,2020-12-24 00:00:00,정예진,11,Y
시장형,2021-03702,2021,경남 노인생산품 판매사업,2020-12-04 00:00:00,2020-12-24 00:00:00,2020-12-04 00:00:00,2020-12-24 00:00:00,김현미,6,N
시장형,2021-02977,2021,아동복지시설도우미,2020-12-04 00:00:00,2020-12-24 00:00:00,2020-12-04 00:00:00,2020-12-24 00:00:00,배주영,24,N
시장형,2021-02591,2021,참누룽지사업단,2020-12-04 00:00:00,2020-12-24 00:00:00,2020-12-04 00:00:00,2020-12-24 00:00:00,박정현,8,N
시장형,2021-05797,2021,실버카페(카페디노진주),2020-12-04 00:00:00,2020-12-24 00:00:00,2020-12-04 00:00:00,2020-12-24 00:00:00,김승지,11,N
시장형,2021-05803,2021,실버카페 2호점 북카페연암,2020-12-04 00:00:00,2020-12-24 00:00:00,2020-12-04 00:00:00,2020-12-24 00:00:00,김승지,15,N
시장형,2021-03293,2021,참기름제조판매사업(참방앗간),2020-12-04 00:00:00,2020-12-24 00:00:00,2020-12-04 00:00:00,2020-12-24 00:00:00,최희성,10,N
시장형,2021-04096,2021,실버카페(북카페연암),2020-12-04 00:00:00,2020-12-24 00:00:00,2020-12-04 00:00:00,2020-12-24 00:00:00,정예진,15,Y
시장형,2021-02082,2021,농산물공동작업장,2020-12-04 00:00:00,2020-12-24 00:00:00,2020-12-04 00:00:00,2020-12-24 00:00:00,김형호,19,N
공익활동형,2021-49061,2021,몰래카메라감시봉사활동(추경),2021-08-16 00:00:00,2021-08-27 00:00:00,2021-08-16 00:00:00,2021-08-27 00:00:00,최인애,10,N
공익활동형,2021-48943,2021,(추경)공공시설봉사사업(참누리 추경사업단),2021-08-17 00:00:00,2021-08-20 00:00:00,2021-08-10 00:00:00,2021-08-20 00:00:00,박종현,20,N
공익활동형,2021-48821,2021,(추경)공공시설봉사사업(참누리 추경사업단),2021-08-16 00:00:00,2021-08-20 00:00:00,2021-08-09 00:00:00,2021-08-20 00:00:00,박종현,20,Y
