사업유형,사업번호,사업년도,사업명,홈페이지모집시작일자,홈페이지모집종료일자,홈페이지공고시작일,홈페이지공고종료일,홈페이지담당자명,홈페이지모집인원수,삭제여부
공익활동형,2021-07080,2021,공공시설봉사3,2020-11-23 00:00:00,2020-12-18 00:00:00,2020-11-23 00:00:00,2020-12-18 00:00:00,박의현,140,N
시장형,2021-07165,2021,파랑새재활용사업단,2020-11-23 00:00:00,2020-12-18 00:00:00,2020-11-23 00:00:00,2020-12-18 00:00:00,윤예원,56,N
시장형,2021-41230,2021,호호카페,2020-12-01 00:00:00,2020-12-14 00:00:00,2020-12-01 00:00:00,2020-12-14 00:00:00,전영순,10,N
시장형,2021-07218,2021,시화연풍카페,2020-11-23 00:00:00,2020-12-18 00:00:00,2020-11-23 00:00:00,2020-12-18 00:00:00,김예리,10,N
공익활동형,2021-07127,2021,어린이공원안전지킴이,2020-11-23 00:00:00,2020-12-18 00:00:00,2020-11-23 00:00:00,2020-12-18 00:00:00,조현숙,100,N
시장형,2021-07200,2021,고소미도넛사업단,2020-11-23 00:00:00,2020-12-18 00:00:00,2020-11-23 00:00:00,2020-12-18 00:00:00,김예리,12,N
사회서비스형,2021-12071,2021,시니어컨설턴트사업,2020-12-28 00:00:00,2021-01-15 00:00:00,2020-12-28 00:00:00,2021-01-15 00:00:00,이원섭,10,N
사회서비스형,2021-12073,2021,장기요양통합서비스지원사업,2020-12-28 00:00:00,2021-01-15 00:00:00,2020-12-28 00:00:00,2021-01-15 00:00:00,이원섭,14,Y
사회서비스형,2021-48882,2021,공공전문 서비스 ,2021-08-16 00:00:00,2021-08-20 00:00:00,2021-08-02 00:00:00,2021-08-20 00:00:00,이숙이,25,N
사회서비스형,2021-12070,2021,늘품서비스사업단,2020-12-28 00:00:00,2021-01-15 00:00:00,2020-12-28 00:00:00,2021-01-15 00:00:00,이원섭,36,N
사회서비스형,2021-12072,2021,시니어컨설턴트사업,2020-12-28 00:00:00,2021-01-15 00:00:00,2020-12-28 00:00:00,2021-01-15 00:00:00,이원섭,10,Y
사회서비스형,2021-12067,2021,장기요양통합서비스지원사업,2020-12-28 00:00:00,2021-01-15 00:00:00,2020-12-28 00:00:00,2021-01-15 00:00:00,이원섭,14,Y
사회서비스형,2021-12068,2021,시니어스마트매니저사업,2020-12-28 00:00:00,2021-01-15 00:00:00,2020-12-28 00:00:00,2021-01-15 00:00:00,이원섭,10,N
사회서비스형,2021-12133,2021,장기요양통합서비스지원사업,2020-12-28 00:00:00,2021-01-15 00:00:00,2020-12-28 00:00:00,2021-01-15 00:00:00,이원섭,14,N
사회서비스형,2021-11930,2021,시니어안전모니터링 사업,2021-01-04 00:00:00,2021-01-15 00:00:00,2021-01-04 00:00:00,2021-01-15 00:00:00,윤성희,50,N
사회서비스형,2021-11917,2021,노인맞춤돌봄서비스,2021-01-04 00:00:00,2021-01-15 00:00:00,2021-01-04 00:00:00,2021-01-15 00:00:00,윤성희,15,N
사회서비스형,2021-49263,2021,시니어소비자지킴이,2021-08-16 00:00:00,2021-08-20 00:00:00,2021-08-16 00:00:00,2021-08-20 00:00:00,서아름,15,N
사회서비스형,2021-15256,2021,온종일돌봄시설 지원,2020-12-28 00:00:00,2021-01-15 00:00:00,2020-12-28 00:00:00,2021-01-15 00:00:00,윤성희,48,N
공익활동형,2021-07644,2021,학교안전지킴이,2020-12-07 00:00:00,2020-12-21 00:00:00,2020-12-07 00:00:00,2020-12-21 00:00:00,윤성희,40,N
공익활동형,2021-06954,2021,공공시설봉사,2020-12-07 00:00:00,2020-12-21 00:00:00,2020-12-07 00:00:00,2020-12-21 00:00:00,윤성희,80,N
사회서비스형,2021-11935,2021,시니어안전모니터링 사업,2021-01-04 00:00:00,2021-01-15 00:00:00,2021-01-04 00:00:00,2021-01-15 00:00:00,윤성희,50,Y
사회서비스형,2021-11944,2021,우체국행정업무지원 사업,2021-01-04 00:00:00,2021-01-15 00:00:00,2021-01-04 00:00:00,2021-01-15 00:00:00,윤성희,23,N
사회서비스형,2021-11905,2021,기타시설지원사업,2021-01-04 00:00:00,2021-01-15 00:00:00,2021-01-04 00:00:00,2021-01-15 00:00:00,윤성희,82,Y
사회서비스형,2021-11931,2021,독서지도 사업,2021-01-04 00:00:00,2021-01-15 00:00:00,2021-01-04 00:00:00,2021-01-15 00:00:00,윤성희,30,N
사회서비스형,2021-11923,2021,기타시설지원사업,2021-01-04 00:00:00,2021-01-15 00:00:00,2021-01-04 00:00:00,2021-01-15 00:00:00,윤성희,82,Y
사회서비스형,2021-15100,2021,노인관련시설지원사업,2020-12-28 00:00:00,2021-01-15 00:00:00,2020-12-28 00:00:00,2021-01-15 00:00:00,윤성희,34,N
사회서비스형,2021-49223,2021,온종일돌봄시설 지원,2021-08-16 00:00:00,2021-08-20 00:00:00,2021-08-16 00:00:00,2021-08-20 00:00:00,이리나,4,N
사회서비스형,2021-49220,2021,우체국행정업무지원 사업,2021-08-16 00:00:00,2021-08-20 00:00:00,2021-08-16 00:00:00,2021-08-20 00:00:00,서아름,1,N
공익활동형,2021-00834,2021,건강체조힐링교실,2020-11-23 00:00:00,2020-12-18 00:00:00,2020-11-23 00:00:00,2020-12-18 00:00:00,이혜정,10,N
공익활동형,2021-00780,2021,노노케어연중,2020-11-23 00:00:00,2020-12-18 00:00:00,2020-11-23 00:00:00,2020-12-18 00:00:00,최정희,30,N
공익활동형,2021-00821,2021,우리동네안전지킴이,2020-11-23 00:00:00,2020-12-18 00:00:00,2020-11-23 00:00:00,2020-12-18 00:00:00,최정희,15,N
공익활동형,2021-00807,2021,수원화성지킴이,2020-11-23 00:00:00,2020-12-18 00:00:00,2020-11-23 00:00:00,2020-12-18 00:00:00,최정희,43,N
공익활동형,2021-00789,2021,경로복지도우미,2020-11-23 00:00:00,2020-12-18 00:00:00,2020-11-23 00:00:00,2020-12-18 00:00:00,최정희,102,N
공익활동형,2021-47785,2021,우리동네안전지킴이,2021-08-02 00:00:00,2021-08-10 00:00:00,2021-08-02 00:00:00,2021-08-10 00:00:00,최정희,3,N
공익활동형,2021-04817,2021,경로복지도우미,2020-11-23 00:00:00,2020-12-18 00:00:00,2020-11-23 00:00:00,2020-12-18 00:00:00,이정은,110,N
공익활동형,2021-04822,2021,노노케어(연중),2020-11-23 00:00:00,2020-12-18 00:00:00,2020-11-23 00:00:00,2020-12-18 00:00:00,이정은,70,N
공익활동형,2021-04808,2021,복지시설봉사,2020-11-23 00:00:00,2020-12-18 00:00:00,2020-11-23 00:00:00,2020-12-18 00:00:00,이정은,20,N
공익활동형,2021-48714,2021,복지시설봉사(추경),2021-08-02 00:00:00,2021-08-10 00:00:00,2021-08-02 00:00:00,2021-08-10 00:00:00,이정은,1,N
공익활동형,2021-48707,2021,노노케어(추경),2021-08-02 00:00:00,2021-08-10 00:00:00,2021-08-02 00:00:00,2021-08-10 00:00:00,이정은,2,N
공익활동형,2021-02136,2021,보육시설봉사,2020-11-23 00:00:00,2020-12-18 00:00:00,2020-11-23 00:00:00,2020-12-18 00:00:00,차민주,45,N
공익활동형,2021-01537,2021,학교급식지원봉사,2020-11-23 00:00:00,2020-12-18 00:00:00,2020-11-23 00:00:00,2020-12-18 00:00:00,권혜원,30,N
공익활동형,2021-01492,2021,복지시설봉사,2020-11-23 00:00:00,2020-12-18 00:00:00,2020-11-23 00:00:00,2020-12-18 00:00:00,권혜원,125,N
시장형,2021-03427,2021,꿈볶는카페,2020-12-07 00:00:00,2020-12-11 00:00:00,2020-12-07 00:00:00,2020-12-18 00:00:00,강동호,16,N
공익활동형,2021-01301,2021,노노케어,2020-11-23 00:00:00,2020-12-18 00:00:00,2020-11-23 00:00:00,2020-12-18 00:00:00,차민주,50,N
공익활동형,2021-01548,2021,경륜전수활동,2020-11-23 00:00:00,2020-12-18 00:00:00,2020-11-23 00:00:00,2020-12-18 00:00:00,권혜원,30,N
사회서비스형,2021-10273,2021,사회서비스형 노인맞춤돌봄서비스지원,2021-01-04 00:00:00,2021-01-12 00:00:00,2021-01-04 00:00:00,2021-01-12 00:00:00,차민주,10,N
사회서비스형,2021-48701,2021,사회서비스형 사회적공헌활동서비스,2021-08-17 00:00:00,2021-08-20 00:00:00,2021-08-17 00:00:00,2021-08-20 00:00:00,노미령,8,N
사회서비스형,2021-10272,2021,사회서비스형 보육시설지원,2021-01-04 00:00:00,2021-01-12 00:00:00,2021-01-04 00:00:00,2021-01-12 00:00:00,차민주,10,N
사회서비스형,2021-10270,2021,사회서비스형 노인관련시설지원,2021-01-04 00:00:00,2021-01-12 00:00:00,2021-01-04 00:00:00,2021-01-12 00:00:00,차민주,5,N
사회서비스형,2021-10269,2021,사회서비스형 시니어안전모니터링,2021-01-04 00:00:00,2021-01-12 00:00:00,2021-01-04 00:00:00,2021-01-12 00:00:00,차민주,10,N
사회서비스형,2021-09109,2021,노(老)지혜서 꿈을 키운다.,2020-12-28 00:00:00,2021-01-29 00:00:00,2020-12-28 00:00:00,2021-01-29 00:00:00,권순태,20,N
사회서비스형,2021-09110,2021,북(book) 사랑의 멜로디,2020-12-28 00:00:00,2021-01-29 00:00:00,2020-12-28 00:00:00,2021-01-29 00:00:00,권순태,20,N
공익활동형,2021-06736,2021,등하교스쿨존지원사업,2020-12-07 00:00:00,2020-12-11 00:00:00,2020-12-01 00:00:00,2020-12-11 00:00:00,박경숙,120,N
공익활동형,2021-06730,2021,경로당복지도우미사업,2020-12-07 00:00:00,2020-12-11 00:00:00,2020-12-01 00:00:00,2020-12-11 00:00:00,박경숙,125,N
공익활동형,2021-06738,2021,노노케어사업,2020-12-07 00:00:00,2020-12-11 00:00:00,2020-12-01 00:00:00,2020-12-11 00:00:00,박경숙,55,N
공익활동형,2021-04578,2021,수지투게더사업단,2020-12-07 00:00:00,2020-12-11 00:00:00,2020-12-01 00:00:00,2020-12-11 00:00:00,김지윤,40,N
공익활동형,2021-01552,2021,아이푸드사업단,2020-12-07 00:00:00,2020-12-11 00:00:00,2020-12-01 00:00:00,2020-12-11 00:00:00,김지윤,130,N
공익활동형,2021-04573,2021,아이러브사업단,2020-12-07 00:00:00,2020-12-11 00:00:00,2020-12-01 00:00:00,2020-12-11 00:00:00,김지윤,50,N
사회서비스형,2021-49963,2021,S-클린사업단,2021-08-23 00:00:00,2021-08-27 00:00:00,2021-08-23 00:00:00,2021-08-27 00:00:00,이예은,30,N
공익활동형,2021-00068,2021,실버복지지원단,2020-12-01 00:00:00,2020-12-11 00:00:00,2020-11-23 00:00:00,2020-12-11 00:00:00,김경아,110,Y
공익활동형,2021-01493,2021,실버복지지원단,2020-12-07 00:00:00,2020-12-11 00:00:00,2020-12-01 00:00:00,2020-12-11 00:00:00,김경아,110,N
사회서비스형,2021-51342,2021,아이메트로,2021-08-23 00:00:00,2021-08-27 00:00:00,2021-08-23 00:00:00,2021-08-27 00:00:00,이효나,10,Y
사회서비스형,2021-51346,2021,아이메트로사업단,2021-08-23 00:00:00,2021-08-27 00:00:00,2021-08-23 00:00:00,2021-08-27 00:00:00,이효나,10,Y
사회서비스형,2021-08023,2021,아이해피사업단,2020-12-14 00:00:00,2020-12-31 00:00:00,2020-12-14 00:00:00,2020-12-31 00:00:00,김경아,50,N
사회서비스형,2021-08029,2021,수지메트로사업단,2020-12-14 00:00:00,2020-12-31 00:00:00,2020-12-14 00:00:00,2020-12-31 00:00:00,김경아,50,N
공익활동형,2021-04593,2021,노노케어,2020-11-30 00:00:00,2020-12-31 00:00:00,2020-11-30 00:00:00,2020-12-31 00:00:00,김종성,40,N
공익활동형,2021-04615,2021,주정차질서계도봉사,2020-11-30 00:00:00,2021-01-29 00:00:00,2020-11-30 00:00:00,2021-01-29 00:00:00,김종성,30,N
공익활동형,2021-04609,2021,보육시설봉사,2020-11-30 00:00:00,2020-12-31 00:00:00,2020-11-30 00:00:00,2020-12-31 00:00:00,김종성,40,N
공익활동형,2021-04595,2021,공공시설봉사,2020-11-30 00:00:00,2021-01-29 00:00:00,2020-11-30 00:00:00,2021-01-29 00:00:00,김종성,100,N
공익활동형,2021-04623,2021,장난감안전지킴이,2020-11-30 00:00:00,2021-01-29 00:00:00,2020-11-30 00:00:00,2021-01-29 00:00:00,김종성,20,N
공익활동형,2021-04605,2021,복지시설봉사,2020-11-30 00:00:00,2021-01-29 00:00:00,2020-11-30 00:00:00,2021-01-29 00:00:00,김종성,45,N
사회서비스형,2021-48911,2021,사회서비스형-시니어안전모니터링 추경,2021-08-10 00:00:00,2021-08-31 00:00:00,2021-08-10 00:00:00,2021-08-31 00:00:00,김종성,8,N
사회서비스형,2021-07365,2021,사회서비스형-보육시설지원,2020-12-28 00:00:00,2021-01-15 00:00:00,2020-12-28 00:00:00,2021-01-15 00:00:00,김종성,8,N
사회서비스형,2021-07368,2021,사회서비스형-시니어안전모니터링,2020-12-28 00:00:00,2021-01-15 00:00:00,2020-12-28 00:00:00,2021-01-15 00:00:00,김종성,12,N
사회서비스형,2021-10252,2021,보육시설환경정리,2020-12-28 00:00:00,2020-12-31 00:00:00,2020-12-28 00:00:00,2020-12-31 00:00:00,유지혜,50,N
공익활동형,2021-04727,2021,경로복지도우미,2020-11-23 00:00:00,2020-12-18 00:00:00,2020-11-19 00:00:00,2020-12-18 00:00:00,신은숙,169,N
공익활동형,2021-04748,2021,지역사회환경개선봉사,2020-11-23 00:00:00,2020-12-18 00:00:00,2020-11-19 00:00:00,2020-12-23 00:00:00,신은숙,40,N
공익활동형,2021-04742,2021,노노케어(연중),2020-11-23 00:00:00,2020-12-18 00:00:00,2020-11-19 00:00:00,2020-12-18 00:00:00,신은숙,30,N
공익활동형,2021-49146,2021,지역사회환경개선봉사,2021-08-02 00:00:00,2021-08-10 00:00:00,2021-08-02 00:00:00,2021-08-10 00:00:00,신은숙,3,N
공익활동형,2021-07277,2021,노노케어사업,2020-12-02 00:00:00,2020-12-11 00:00:00,2020-11-26 00:00:00,2020-12-11 00:00:00,이윤정,40,N
공익활동형,2021-07287,2021,클린도시지킴이사업,2020-12-02 00:00:00,2020-12-11 00:00:00,2020-11-26 00:00:00,2020-12-11 00:00:00,이윤정,60,N
공익활동형,2021-07279,2021,경로당돌봄지원사업,2020-12-02 00:00:00,2020-12-11 00:00:00,2020-11-26 00:00:00,2020-12-11 00:00:00,이윤정,250,N
공익활동형,2021-18235,2021,푸른강산지킴이,2021-01-21 00:00:00,2021-01-29 00:00:00,2021-01-21 00:00:00,2021-01-29 00:00:00,남기태,67,Y
공익활동형,2021-48024,2021,깨끗한거리(추경),2021-08-02 00:00:00,2021-08-10 00:00:00,2021-08-02 00:00:00,2021-08-10 00:00:00,김나연,19,N
공익활동형,2021-07156,2021,노노상담,2020-12-02 00:00:00,2020-12-11 00:00:00,2020-12-02 00:00:00,2020-12-11 00:00:00,임윤정,20,N
공익활동형,2021-07184,2021,학교등하교 안전지킴이(학교보안관),2020-12-02 00:00:00,2020-12-11 00:00:00,2020-12-02 00:00:00,2020-12-11 00:00:00,박민지,184,N
공익활동형,2021-07108,2021,노노케어(또래조아),2020-12-02 00:00:00,2020-12-11 00:00:00,2020-12-02 00:00:00,2020-12-11 00:00:00,이재훈,110,N
사회서비스형,2021-10870,2021,가정서비스지원,2020-12-28 00:00:00,2021-01-15 00:00:00,2020-12-28 00:00:00,2021-01-15 00:00:00,김나연,8,Y
공익활동형,2021-07278,2021,보도블럭관리지원,2020-12-02 00:00:00,2020-12-11 00:00:00,2020-11-25 00:00:00,2020-12-11 00:00:00,김미경,110,N
공익활동형,2021-07276,2021,갯골인형극단,2020-12-02 00:00:00,2020-12-11 00:00:00,2020-11-25 00:00:00,2020-12-11 00:00:00,김미경,15,N
사회서비스형,2021-48679,2021,노인시설지원(추경),2021-08-02 00:00:00,2021-08-10 00:00:00,2021-08-02 00:00:00,2021-08-10 00:00:00,권도은,6,N
사회서비스형,2021-48744,2021,청소년시설지원(추경),2021-08-02 00:00:00,2021-08-10 00:00:00,2021-08-02 00:00:00,2021-08-10 00:00:00,권도은,6,N
시장형,2021-07252,2021,천사랑,2020-12-02 00:00:00,2020-12-11 00:00:00,2020-11-25 00:00:00,2020-12-13 00:00:00,권세정,17,N
공익활동형,2021-18435,2021,불법 촬영 예방단'누군가 보고 있어',2021-01-25 00:00:00,2021-02-05 00:00:00,2021-01-22 00:00:00,2021-02-28 00:00:00,변지연,100,N
시장형,2021-07242,2021,조리고볶고,2020-12-02 00:00:00,2020-12-11 00:00:00,2020-11-25 00:00:00,2020-12-11 00:00:00,이상미,15,N
공익활동형,2021-48026,2021,초등학교급식도우미(추경),2021-08-02 00:00:00,2021-08-10 00:00:00,2021-08-02 00:00:00,2021-08-10 00:00:00,함승애,30,N
사회서비스형,2021-10873,2021,노인시설지원,2020-12-28 00:00:00,2021-01-15 00:00:00,2020-12-28 00:00:00,2021-01-15 00:00:00,김나연,24,N
사회서비스형,2021-10881,2021,가정서비스지원,2020-12-28 00:00:00,2021-01-15 00:00:00,2020-12-28 00:00:00,2021-01-15 00:00:00,김나연,8,N
시장형,2021-07289,2021,공동작업장 행복나눔일터- 활기찬동네 만들기,2020-12-01 00:00:00,2020-12-31 00:00:00,2020-12-01 00:00:00,2020-12-31 00:00:00,김종옥,123,N
공익활동형,2021-07168,2021,장애인전용주차구역관리,2020-12-02 00:00:00,2020-12-11 00:00:00,2020-12-02 00:00:00,2020-12-11 00:00:00,변지연,160,N
사회서비스형,2021-48722,2021,온종일돌봄시설지원(추경),2021-08-02 00:00:00,2021-08-10 00:00:00,2021-08-02 00:00:00,2021-08-10 00:00:00,권도은,4,N
공익활동형,2021-07140,2021,아이사랑도우미,2020-12-02 00:00:00,2020-12-11 00:00:00,2020-11-25 00:00:00,2020-12-11 00:00:00,단은비,110,N
공익활동형,2021-07280,2021,책비맘,2020-12-02 00:00:00,2020-12-11 00:00:00,2020-12-02 00:00:00,2020-12-11 00:00:00,박민지,20,N
시장형,2021-07257,2021,꿈틀배추,2020-12-02 00:00:00,2020-12-11 00:00:00,2020-11-25 00:00:00,2020-12-11 00:00:00,유현민,20,N
시장형,2021-07256,2021,여러분유통,2020-12-02 00:00:00,2020-12-11 00:00:00,2020-11-25 00:00:00,2020-12-11 00:00:00,김종철,12,N
공익활동형,2021-07223,2021,다솔길잡이,2020-12-02 00:00:00,2020-12-11 00:00:00,2020-11-25 00:00:00,2020-12-11 00:00:00,강새울,30,N
사회서비스형,2021-10860,2021,온종일돌봄지원,2020-12-28 00:00:00,2021-01-15 00:00:00,2020-12-28 00:00:00,2021-01-15 00:00:00,김나연,28,N
공익활동형,2021-07238,2021,공원묘지관리사업,2020-12-02 00:00:00,2020-12-11 00:00:00,2020-11-25 00:00:00,2020-12-11 00:00:00,남기태,8,N
시장형,2021-52725,2021,꿈틀배추,2020-12-02 00:00:00,2020-12-11 00:00:00,2020-11-25 00:00:00,2020-12-11 00:00:00,유현민,20,N
공익활동형,2021-07203,2021,깨끗한거리,2020-12-02 00:00:00,2020-12-11 00:00:00,2020-12-02 00:00:00,2020-12-11 00:00:00,임윤정,160,N
공익활동형,2021-00638,2021,학교 숲 가꾸기,2020-11-23 00:00:00,2020-12-18 00:00:00,2020-11-23 00:00:00,2020-12-18 00:00:00,정숙진,100,N
공익활동형,2021-00858,2021,거리환경 지킴이,2020-11-23 00:00:00,2020-12-18 00:00:00,2020-11-23 00:00:00,2020-12-18 00:00:00,정숙진,107,N
공익활동형,2021-08652,2021,자원관리 도우미,2020-11-23 00:00:00,2020-12-18 00:00:00,2020-11-23 00:00:00,2020-12-18 00:00:00,정숙진,8,N
공익활동형,2021-04821,2021,거리환경지킴이,2020-12-07 00:00:00,2020-12-11 00:00:00,2020-12-07 00:00:00,2020-12-11 00:00:00,김현미,95,N
공익활동형,2021-05007,2021,학교숲가꾸기,2020-12-07 00:00:00,2020-12-11 00:00:00,2020-12-07 00:00:00,2020-12-11 00:00:00,김현미,160,N
공익활동형,2021-08579,2021,자원관리도우미,2020-12-07 00:00:00,2020-12-11 00:00:00,2020-12-01 00:00:00,2020-12-11 00:00:00,김현미,4,N
공익활동형,2021-05507,2021,2021노인사회활동(도서관관리지원),2020-12-07 00:00:00,2020-12-11 00:00:00,2020-12-07 00:00:00,2020-12-11 00:00:00,황윤정,7,N
공익활동형,2021-05513,2021,2021노인사회활동(장애인주차구역관리지원),2020-12-07 00:00:00,2020-12-11 00:00:00,2020-12-07 00:00:00,2020-12-11 00:00:00,황윤정,6,N
공익활동형,2021-05495,2021,2021노인사회활동(거리환경지킴이),2020-12-07 00:00:00,2020-12-11 00:00:00,2020-12-07 00:00:00,2020-12-11 00:00:00,황윤정,102,N
공익활동형,2021-05508,2021,2021노인사회활동(학교숲가꾸기),2020-12-07 00:00:00,2020-12-11 00:00:00,2020-12-07 00:00:00,2020-12-11 00:00:00,황윤정,120,N
공익활동형,2021-08548,2021,2021노인사회활동(자원관리도우미),2020-12-07 00:00:00,2020-12-11 00:00:00,2020-12-07 00:00:00,2020-12-11 00:00:00,황윤정,4,N
공익활동형,2021-49879,2021,복지시설관리활동2,2021-08-23 00:00:00,2021-08-27 00:00:00,2021-08-23 00:00:00,2021-08-27 00:00:00,홍유진,17,N
공익활동형,2021-06660,2021,복지시설관리활동,2020-12-07 00:00:00,2020-12-11 00:00:00,2020-12-07 00:00:00,2020-12-11 00:00:00,최유진,165,Y
시장형,2021-06680,2021,웰빙카페사업,2020-12-07 00:00:00,2020-12-11 00:00:00,2020-12-07 00:00:00,2020-12-11 00:00:00,안채리,16,Y
시장형,2021-11200,2021,웰빙카페사업,2020-12-07 00:00:00,2020-12-11 00:00:00,2020-12-07 00:00:00,2020-12-11 00:00:00,김민정,20,N
공익활동형,2021-11201,2021,복지시설관리활동,2020-12-07 00:00:00,2020-12-11 00:00:00,2020-12-07 00:00:00,2020-12-11 00:00:00,김민정,165,N
공익활동형,2021-41865,2021,장기요양시설도우미활동,2021-02-01 00:00:00,2021-11-30 00:00:00,2021-02-01 00:00:00,2021-11-30 00:00:00,심광진,2,N
공익활동형,2021-06670,2021,실버케어활동,2020-12-07 00:00:00,2020-12-11 00:00:00,2020-12-07 00:00:00,2020-12-11 00:00:00,안채리,115,N
사회서비스형,2021-10894,2021,지역아동센터파견사업,2021-01-11 00:00:00,2021-01-15 00:00:00,2021-01-11 00:00:00,2021-01-15 00:00:00,심광진,20,N
